segment_id,video_id,seg_idx,seg_type,book_title,segment_text,verified
09J1BGdytD0_s002,09J1BGdytD0,2,book,구의 증명,"첫 번째로 구의 증명.
되게 유명하잖아요.
좋아하시는 분들 정말 좋아하시는 책인데요.
또 약간 호불호가 갈리는 소설이기도 하잖아요.
스산한 분위기에 일단은 조금 그로테스크한 표현들이 있어서 조금 그런 거 읽기 힘드신 분들은 어려울 수도 있어요.
근데 저는 그런 거 잘 읽어 가지고 그런 표현에 대한 부분은 괜찮았는데 저는 이렇게 너무 불행한 소설은 조금 아니 왜 이렇게까지 불행해져야 되지?
이런 생각이 들어서 음 누구한테 추천하고 싶은 책은 아니더라고요.
제가 좋아하는 책들은 제가 어떤 주인공들을 좀 좋아할 수 있을 만한 면모가 좀 있고 제가 그 사람들을 좀 이해가 가면은 책에 좀 정이 붙는데 저는 구해 증명에 나오는 등장인물들이 조금 성격 자체가 좀 이해가 안 간다고 해야 되나?
그런 면모들이 있어서 음 제 취향은 아니었던 책이었어요.
근데 짧고 인텐스한 소설 읽고 싶다 하시면 괜찮을 수도 있습니다.
재밌긴 해서 끝까지 읽기에는 어렵진 않아요.",1
09J1BGdytD0_s003,09J1BGdytD0,3,book,물고기는 존재하지 않는다,"아 그 다음은 물고기는 존재하지 않는다라는 책인데 최근 되게 유명하잖아요.
근데 읽기가 정말 정말 극악이었어요.
정말 억지로 너무 억지로 읽었고 근데 막 리뷰에 꼭 끝까지 봐라 막 이런 리뷰가 있어서 저도 억지로 너무 너무 지루해 이러면서 끝까지 읽었는데요.
어 끝까지 읽으니까 왜 끝까지 보라고 하는지 알겠더라고요.
후반이 조금 더 재밌어요.
재밌어 저요.
앞쪽이 너무 루즈한 구간이 길어서 힘들 수도 있는데 끝까지 읽어 보면 아 이런 얘기를 하려고 이렇게 설명이 길었구나 싶고 저는 이 책을 읽고 종의 차별성은 누구의 기준으로 정해지는가?
뭔가 인간이 정한 기준으로 어쨌든 우리는 개체를 다 나누잖아요.
인간이 정한 기준으로 이건 먹는 거, 이건 안 먹는 거가 정해지잖아요.
비건이즘도 그렇고 페미니즘도 그렇고 어떠한 인권이나 뭐 동물권이나 이런 쪽에 얘기하는 바와 닮아 있다고 생각이 들었어요.
그래서 그런 거 관심 있으신 분들한테 추천하는 책이에요.
동물권이나 인권에 대해서 얘기하는 책은 감정적이 될 수밖에 없잖아요.
근데 이 책은 정말 이과적인 측면에서 왜 우리가 모두 같은지, 왜 우리가 누군가를 차별하면 안 되는지를 알게 되는 그런 책이라고 볼 수 있겠습니다.
그래서 저는 이 책은 추천입니다.
그 초 지루한 초반만 견디실 수 있으면",1
09J1BGdytD0_s004,09J1BGdytD0,4,book,모순,"다음은 모순.
음 모순도 되게 요즘 인기 많잖아요.
그리고 저 찰스 앤터 님 좋아하는데 찰스 앤터 님이 인생 책이라고 꼽은 책이더라고요.
음 재미는 있어요.
되게 근데 되게 인소 같아요.
진짜 이거 오래된 책이더라고요.
한 10 몇 년 전 책이던데 근데도 이때도 MBTI는 역시 사이언스다.
두 명의 남자가 나오거든요.
근데 한 명이 엔팁피, 인프피 성향을 가진 사람이고 한 명이 이티제 그런 성향이에요.
그러니까 MBTI가 정반대인 두 남자와 밸런스 게임을 하는 느낌.
근데 저는 둘 다 싫더라고요.
그 남자 두 명이 다 싫었어요.
그래서 아 이게 메인 남주도 좋고 서브 남주도 좋아 이렇게 되면은 뭔가 행복한 고민에 빠지게 되잖아요.
이 책은 좀 끔찍한 고민?
아 여기 여기서 골라야 돼?
그냥 혼자 살면 안 돼?
이렇게 이렇게 생각이 되더라고요.
그래서 막 설레지도 않고 그리고 여기 나오는 이 주인공 이름 안진진인데 안진진의 성격이 정말 그 갈팡질팡 끝까지 안진진 어떤 선택을 할지 정말 모르겠다.
이런 이런 생각이 드는 그런 책이었어요.
재밌긴 합니다.
약간 드라마틱하고 귀엽다?
귀여운 느낌으로 읽기는 좋은 거 같은데 어 근데 또 마냥 귀엽다고 하기에는 되게 삶의 무게가 너무 고단해요.
그래서 유명하고 인기 많은 책이지만 저한테 제 취향은 아니었던 책이에요.",1
09J1BGdytD0_s005,09J1BGdytD0,5,book,우리가 겨울을 지나온 방식,"다음은 우리가 겨울을 지나온 방식입니다.
이거 겨울 서점 님께서 추천해 주셔 가지고 읽어보게 됐는데요.
가장 최근에 읽은 책이기도 하고요.
되게 무거워요.
이것도.
책 내용이 되게 무겁고 어떤 여자가 노모와 함께 살고 있었는데 그 엄마가 돌아가시게 된 거예요.
근데 엄마가 죽으면 연금을 못 하잖아요.
근데 이 여성분이 이제 일도 하기 어려운 형편이고 그러니까 그 연금이 정말 정말 필요한 거예요.
100만 원 남짓되는 돈인데 그것 때문에 사망 신고를 하지 않고 집에다가 시체를 이제 안치해 둡니다.
이게 어쨌든 범죄라고 볼 수도 있죠.
되게 패륜적인 일이고.
근데 읽다 보면 너무 짜네요.
처음에는 이 여자가 너무 약간 차가운 사람처럼 느껴졌거든요.
그리고 어떻게 저런 짓을 약간 이런 느낌이었는데 읽어 보니까 너무 이해가 가고 너무 안쓰럽고 이 여자가 이렇게까지 되기에 사회는 뭘 했는가?
정말 100만 원, 100만 원 받으려고 저런 짓을 하는데 이 사람이 어쨌든 자식된 도리, 인간된 도리를 포기하고 싶어서 저런 짓을 한 건 아닐 거 아니에요.
그런 짓을 안 하게 하려면 어떻게 도움을 줄 수 있는가?
그런 지점에 대해서 되게 많이 생각해 보게 되더라고요.
이 책은 취향이고 아니고를 떠나서 너무 뭔가 생각해 볼 만한 지점을 주는 책이라고 생각해서 추천드립니다.",1
09J1BGdytD0_s006,09J1BGdytD0,6,book,홍학의 자리,"다음은 홍학의 자리인데요.
이게 약간 미스테리, 스릴러, 추리 약간 요런 게 번복돼 있는 그런 책인데 요즘에 한국 문학이 되게 인기가 많아지는 건 좋은데 제 취향은 아니었어요.
재밌긴 하거든요.
근데 재밌긴 한데 내 취향이 아니다 이런 걸 뭐라고 말할까?
뭔가 좀 보고 다음 화가 궁금해지긴 하는데 다 보고 나면 좀 시간 낭비한 거 같다는 드라마나 그런 거 있잖아요.
약간 그런 느낌이었어요.
스포어 때문에 자세히는 뭐 말씀드리지는 못하겠지만 간단히 줄거리를 말씀드리면 남자 교사가 주인공이에요.
고등학교 교사인가?
근데 학생이랑 연애를 했던 거예요.
근데 그 학생이 자살인지 타살인지 모르겠지만 어쨌든 죽어 있었어요.
그래서 사건을 밝혀 나가는 그런 내용입니다.
근데 뭐 쓰레기 좀 그 교사가 쓰레기 지분.",1
09J1BGdytD0_s007,09J1BGdytD0,7,book,달러구트 꿈 백화점,"다음은 달러구트 꿈 백화점.
이거 재밌어요.
저 이런 약간 뭔가 요즘에 유행하는 그런 뭔가 딱 딱 맞는 건물 표지 되게 많잖아요.
그런 표지 좀 거를 수 있거든요.
요즘 양산형 느낌에 그런 표지였는데 생각보다 되게 아이디어도 엄청 신선하고 황궁 작가님인데 되게 이런 규모의 판타지 소설을 쓰셨구나 해서 되게 엄청 좋았어요.
사람이 잠에 들면 꿈 백화점에 가서 꿈을 막 고르고 그 꿈의 값으로 꿈을 꾸고 일어나면 재밌는 꿈이면 와 진짜 재밌었다 이렇게 깨고 슬픈 꿈이 막 울면서 깨잖아요.
이런 감정의 크기에 따라서 이 꿈의 가격이 정해진대요.
그래서 되게 신기하죠.
약간 그런 느낌인데 악몽을 꿀 때도 있잖아요.
근데 이거는 꿈 백화점에 가서 내가 고른 악몽이잖아요.
근데 왜 악몽을 고르는지?
뭐 이런 게 나와서 되게 흥미롭고 재밌었어요.
다양한 에피소드가 있어서 더 재밌었던 소설입니다.
책인데도 되게 색깔이 다채롭다는 생각이 든 책이에요.
이거 투도 있거든요.
투도 재밌어요.",1
09J1BGdytD0_s008,09J1BGdytD0,8,book,사서함 110호의 우편물,"그리고 제가 진짜 좋아하는 책.
사서함 110호의 우편물인데 이거는 제가 진짜 좋아하는 책이에요.
제가 진짜 스무 살 때 책 별로 안 읽을 때도 너무 재밌어서 좋아했던 책인데 이거랑 날씨가 좋으면 찾아가겠습니다.
이거 있잖아요.
드라마화도 됐는데 그 책도 너무 재밌어요.
근데 요즘은 겨울이니까 계절감 자체가 그 날씨가 좋으면 찾아가 있어요.
그게 더 겨울 소설이거든요.
그게 더 어울릴 수도 있어요.
근데 저는 어쨌든 사사 110호의 우표물을 좋아해요.
뭔가 진짜 막 엄청 옛날 한국 드라마 보는 느낌.
처음에 현관으로 시작하는 그런 엄청 전형적인 로맨스 소설이라고 해야 되나?
그래서 엄청 재밌고 설레고 남주의 첫사랑 나오는 것까지 약간 그 한여주 롤 있잖아요.
그런 롤까지 나오는 것까지 너무 옛날 한국 드라마스러워서 재밌는 소설입니다.",1
09J1BGdytD0_s009,09J1BGdytD0,9,book,콜 미 바이 유어 네임,"다음 콜바넴.
콜미 바이 유어 네임.
소설로 읽어 보세요.
진짜 완전 대박 고전입니다.
저는 영화로 봤을 때는 솔직히 별로 감흥이 없었거든요.
근데 책으로 읽고 나서 너무 짜릿.
근데 제 친구는 영화를 좋아했는데 영화는 좀 잔잔한 느낌인데 책은 너무 뭔가 정나라고 자극적이어서 좀 별로였다고 하더라고요.
저는 책이 더 좋았어요.
영화는 굿거리를 하고 있는 이유 뭔가 그 손짓 하나에 대한 의미 이런 게 되게 그냥 스르렁 지나가면서 제가 캐치를 못 했는데 소설에는 막 그런 엘리오의 시선이 다 이제 엘리오가 정말 말이 많은 소년이었더라고요.
영화에선 정말 말이 없었는데 소설 속에서는 정말 말이 많아요.
생각하는 게 진짜 많아.
그의 주접 보는 재미가 아주 있습니다.
근데 이게 영화를 좋아하는 분한테 추천해도 될 소설인지는 모르겠어.
그 영화의 환상이 깨질 수도 있으니까.
저는 오히려 영화를 봤을 때 좀 갑자기 왜 저러지?
약간 이런 제가 좀 영화를 볼 때 눈치가 없어요.
그래서 좀 그들만의 세계에 빠져 있다라는 생각이 좀 들었었거든요.
근데 소설을 읽으니까 이 감정선이 납득이 되게 따라가게 만들어 주니까 더 좋았던 전 소설이 더 좋았던 것 같아요.",1
09J1BGdytD0_s010,09J1BGdytD0,10,book,목요일에는 코코아를,"그리고 목요일에는 코코아를.
이거는 되게 에피소드 형식으로 진행이 되는데 한 카페가 있는데 이제 그 카페에 오는 손님들의 이야기라고 해야 되나?
근데 되게 이야기가 따뜻하고 동화 같은 얘기들이어서 가볍고 훈훈하게 읽기가 너무 좋은 소설이에요.
일본의 킷사텐 감성과 함께.
제가 말씀드렸잖아요.
좀 구해 증명 같이 너무 불행한 소설은 조금 힘들잖아요.
근데 또 목요일에 코코아를 이런 책은 좀 약간 너무 좋은 일만 있지 않나?
세상에 이렇게 좋게 좋게만 풀릴 리 없잖아?
이렇게 생각하면서도 불행만 있는 소설보다는 이렇게 행복만 있는 소설이 저는 조금 더 좋은 거 같아요.
그리고 읽으면서 불안감이 없어.
조금 앞에 슬픈 내용 나와도 그래도 이 책은 무조건 예쁘게 끝날 거야.
약간 요런 확신이 있어서 마음이 불안하고 해피 엔딩만은 원하실 때 읽으면 좋을 것 같아요.",1
09J1BGdytD0_s011,09J1BGdytD0,11,book,용의자 X의 헌신,"그리고 용의자 X의 헌신.
이것도 진짜 너무 유명하잖아요.
근데 저 이제 읽어 봤거든요.
재밌어요.
집이 있는데 이 집에 여자랑 딸이랑 이렇게 사는데 옆집 남자가 이 여자를 좋아해요.
짝사랑을 하는데 이 여자 집에 전 남편이 찾아와서 행패를 부리다가 죽이게 된 거예요.
근데 이 남자가 그런 사건이 일어난 걸 알고 자기가 가서 이렇게 이렇게 해라 해서 어쨌든 그 여자를 도와주게 되는 내용인데 우 이거 스포될까 봐 말 못 해드리지만 너무 슬펐어요.
아 너무 슬펐던 게 그 남자가 약간 천재 수학자 이런 거거든요.
머리가 어떻게 뚝뚝해요.
근데 못 생겼어.
그래서 자기도 알고 있어요.
자기가 못 생겼다는 걸.
그래서 나 같이 못생긴 사람이 저렇게 아름다운 사람을 사랑하는 것만으로 되게 미안하다 막 이런 식으로 쓰여 있어서 너무 마음이 아팠어요.
하지만 당신은 누구보다 아름다운 사랑을 했어.
으 네.
재밌었습니다.",1
09J1BGdytD0_s012,09J1BGdytD0,12,book,우리가 빛의 속도로 갈 수 없다면,"그리고 우리가 빛의 속도로 갈 수 없다면.
이거 재밌어요.
히히 재밌습니다.
저 이거 두 세 번 읽었을 정도로 너무 재밌고 어 이것도 단편 소설 모음집 같은 건데 SF 소설이고 김초엽 작가님이 그려내는 그 SF의 세상 되게 신기하고 뭔가 이렇게 스산한 기분이 들면서도 감동이 있거나 슬프거나 소름이 끼치거나 약간 요런 굉장히 도파민 터지는 소설이라고 볼 수 있고요.
제가 이 소설 계기로 김초엽 작가님 책을 꽤 많이 읽었는데요.
이게 제일 재밌었습니다.",1
09J1BGdytD0_s013,09J1BGdytD0,13,book,인간 실격,"다음은 제가 스무 살 때 좋아했던 하지만 지금 속 터져서 못 읽는 책 인간 실격.
네.
제가 스무 살 때 이 책을 읽었는데 너무 제 성격 같은 거예요.
제가 고등학교 때까지 성격이 좀 유조 같았어요.
그래서 괴로운 점도 말 못 하고 저도 어쨌든 부모님과 사이가 그렇게 원활하지만은 않았다고 보니까 좀 더 유조한테 공감이 됐던 거 같고 첫 시작부터 되게 강렬하잖아요.
되게 인간 세상에 이질감을 느끼는 모습이라든지 다른 사람들보다 자기가 더 짊어진 뭔가 고통이 더 많다고 생각하는 지점이라든지 이런 점들이 그때는 되게 저 되게 되게 너무 공감된다 이렇게 하면서 읽었는데 지만 지금은 유조야.
약간 이렇게 되는 요런 소설이라고 볼 수 있고 제가 봤을 때는 이거는 빨리 이제 그 뭔가 약간 그 사춘기 시절에 읽어야 좋은 소설일 것 같아요.
약간 정신이 건강해진 상태에서 읽으면 좀 답답할 수 있다.
하지만 재밌긴 합니다.
어쨌든 잘 쓰긴 했어.
너무 잘 썼어.
근데 기분이 나쁠 수도 있어요.",1
09J1BGdytD0_s014,09J1BGdytD0,14,book,데미안,"근데 이거랑 완전 비슷하게 데미안이 있어요.
데미안도 비슷해요.
약간 저는 유조랑 데미안 그러니까 싱클레어랑 비슷하다고 생각이 드는데 둘 다 약간 자기 연민에 너무 빠져 있어.
그리고 제발 자그마한 일일 때 도움을 요청하란 말이야.
근데 왜 이렇게 일을 키워?
약간 이렇게 답답해지는 느낌이 있는데 저도 스무 살 때 그런 성격이었기 때문에 그때는 되게 마음에 감명을 받으면서 읽었는데 지금 다시 읽으면은 좀 힘들죠.
음 근데 어쨌든 둘 다 좋은 책이라는 점은 변하지 않 않 않습니다.
데미안도 제가 되게 좋아하는 책 중 하난데 여러분 피 땀 눈물 BTS의 피 땀 눈물 뮤비 있잖아요.
그거 데미안 소설에 기반해서 만든 뮤비잖아요.
그래서 저 그 뮤비도 되게 좋아하고 솔직히 스무 살 때 읽었을 때 그렇게까지 대단히 막 뭐 해석을 생각하면서 읽은 책은 아니었는데 얼마 전에 너진동 님께서 올리신 데미안 해석 뭐 이런 걸 봤는데 오 아 이런 이런 의미였구나 좀 더 이해를 하게 되는 영상이었는데 뭔가 너무 각색을 해두셔 가지고 조금 데미안만의 그 분위기를 느낄 순 없었었던 거 같아요.
그래서 데미안의 분위기를 즐기고 싶으신 분들은 읽어 보셔도 좋을 것 같아요.",1
09J1BGdytD0_s015,09J1BGdytD0,15,book,수레바퀴 아래에서;삶을 견디는 기쁨;싯다르타,"이게 헤르만 헤세가 수레바퀴 아래에서 데미안 그다음에 싯다르타잖아요.
뭔가 성장 3단계를 보여주는 소설이라고 하는데 전 아직 싯다르타는 안 읽어 봤고 그래서 이제 수레바퀴 아래에서를 읽어봤는데 이거 근데 결말이 너무 유명하잖아요.
그래서 저도 결말을 알고 읽었어요.
그래서 사실 근데 초중반까지는 음 그렇게까지 결말이 이어질까?
이런 생각을 하면서 읽었는데 요즘에 헤르만 헤세의 그 삶을 견디는 기쁨을 읽고 있는데 그 책에서 이제 헤르만 헤세가 개인적으로 이제 자연을 굉장히 사랑했더라고요.
그런 게 이 수레바퀴 아래에서도 그대로 묻어나요.
아무리 삶이 고단하고 힘들어도 자연이 너무 아름답게 묘사되어 있어요.
그런 게 기억이 오히려 남는.",1
09J1BGdytD0_s016,09J1BGdytD0,16,outro,,"이렇게 빠르게 한다고 했는데 좀 영상 긴데 뭔가 줄거리를 설명해 드리는 것보다는 제 감상 위주로 말씀을 한번 드려 봤고 조금 약간 더 아껴 놓은 책들이 있거든요.
그래서 다음에는 제가 더 재밌게 읽은 책들 위주로 가져오도록 하겠습니다.
어 영상 봐주셔서 감사하고 남은 연말에 재밌는 책 읽으면서 보내셨으면 좋겠습니다.
그러면 안녕.",1
X9dJ5dHzc2I_s001,X9dJ5dHzc2I,1,intro,,"네 안녕하세요 여러분.
오늘은 5월 독서 결산하는 날입니다.
이번에 읽은 책 중에는 신간도 있고 재밌는 작품도 있고 또 이 관심이 뜨거워서 픈도 있고 해서 제가 좀 할 말이 많을 것 같아요.
그래서 얼른 이야기해 보러 가시죠.
렛츠 고.",1
X9dJ5dHzc2I_s002,X9dJ5dHzc2I,2,book,백지 앞에서,"우선 첫 번째 책은 최은영 작가님의 백지 앞에서입니다.
이 책은 작가님의 첫 번째 사문집인데요.
사실 저는 성공한 자의 자기 계발서보다 제가 좋아하는 작가님의 산문집을 읽는 걸 훨씬 좋아해요.
이번 최은영 작가님의 산문은 이 기존에 써오시던 소설과 굉장히 그 결이 비슷해서, 겹쳐서 놀랐고 그런 의미에서 작가님의 소설을 재밌게 읽으셨던 분들이라면 분명 이번 사문집도 마음에 드실 것 같다는 생각이 들었습니다.
저도 그런 독자 중에 한 명이었고요.
일단 문장이 워낙 좋아서 필사 좋아하시는 분들께 추천드리고 싶고 문장 수집용 책으로도 정말 괜찮은 책이라는 생각이 들었는데 오, 제가 그런 문장이 좋다고 느꼈던 건 단순히 뭐 비유가 예쁘다거나 문체가 아름답다거나 하는 것뿐만은 아니었어요.
그 안에 담긴 그 작가님의 세계관, 이 삶을 바라보는 태도, 그런 것들을 밀고 나가는 논리가 정말 단단하고 멋지게 느껴졌거든요.
이전에 제가 연휴 책 추천 영상 때 말씀드렸던 밝은 밤부터 어, 뭐 쇼코의 미소, 내게 무해한 사람, 아주 희미한 빛으로도까지 제가 최원영 작가님 작품을 정말 좋아해요.
작가님의 글을 읽다 보면 되게 조용하게 아려오는 듯한 느낌이 드는데 그렇다 보니까 이렇게 막 크게 펀치를 때리는 그런 글이라기보다는 되게 심장을 살짝 배고 지나가는 것 같은 그런 글에 가까워요.
그런데 여러분, 원래 이 살짝 베인 상처라는 게 더 신경 쓰이고 더 쓰라리고 하는 법이잖아요.
최은영 작가님의 글은 딱 저한테 그런 식으로 오래 남았던 거 같고, 되게 조용하지만 단단하고 잔잔하지만 쉽게 사그라들지 않는 그런 글이라서 참 좋았던 것 같습니다.
그래서 이번 산문집은 이런 작가님의 작품들이 어떻게 세상에 나오게 됐는지, 이 작가 최은영에 대해서 조금 더 깊게 들여다볼 수 있는 책이었고요.
말하자면 이제 최원영 작가님의 오프 더 레코드를 읽는 것 같은 느낌이라서 어, 팬으로서 재밌게 잘 읽었던 사문집이었습니다.
그리고 이 백지 앞에서라는 제목과 순백의 책 디자인이 그 안에 실린 글들과 너무 잘 어울려서 어, 전체적인 책의 분위기와 이 물성이 너무 잘 맞아떨어진다는 생각이 들었는데 그래서인지 읽는 데는 더 오래 곁에 두고 싶은 책이었던 것 같아요.",1
X9dJ5dHzc2I_s003,X9dJ5dHzc2I,3,book,약속의 세대,"그다음 작품은 백온유 작가님의 약속의 세대입니다.
제가 또 이 유언, 경호 없는 세계, 이 두 작품을 너무 재밌게 읽었던 터라 이번 소설집에 거는 기대가 진짜 컸어요.
근데 정말 여러분, 2026 올해의 책이라고 할 정도로 제가 너무너무 재밌게 읽었고 사실 이게 올해의 신작임에도 불구하고 이 작품들은 정말 어떤 유구한 한국 문학의 정서를 느낄 수 있는데 분명히 작품마다 굉장히 오래되고 익숙한 감각이 흐르거든요.
근데 또 그게 되게 젊고 고요하게 팔딱이는 그런 생동감도 가지고 있는 작품들이라서 아, 읽으면서 너무너무 즐거웠습니다.
이 소설집에는 총 일곱 편의 중단편 소설이 실려 있는데 정말 어떤 작품이 가장 좋았다라고 말하기 어려울 정도로 매 작품이 하나같이 좋았고 다음은 어떤 내용일까를 기대하면서 읽어 내려갔던 감히 말하자면 올해의 이 국내 단편 소설집 부분에서 1장이 아닐까라는 생각이 들었습니다.
이 소설집에는 약속을 중심으로 얽히고설킨 이야기가 담겨져 있어요.
그렇다 보니까 이 약속을 지키고 어기고 하는 과정에서 굉장히 복잡한 양상이 그려지는데 오, 그 속에서 마주친 이 어떤 전형성과 개회성이 정말 너무 재밌게 오가고 소설의 배경과 인물의 특성이 또 되게 세미하고 내밀하면서 한끝 다르게 비트는 맛도 있다 보니까 그런 부분들이 되게 큰 매력으로 다가왔던 작품들이었습니다.
뭐 믿음, 약속, 기만, 결핍, 요런 것들이 반복되는 굴레에서 어, 예기치 못한 이 어떤 반전의 아이러니가 이 소설의 키기라는 생각이 들었고 이토록 유연하고 강인한 일곱 가지 이야기를 한 권의 책으로 만나볼 수 있다는 게 진짜 과장 조금 보태서 굉장한 축복처럼 느껴졌던 것 같아요.
책 소개글 중에 어, 희망 없는 세대가 슬픔을 회수하면서 자기만의 미래를 모색하는 발걸음이라는 구절이 있어요.
근데 그게 정말 이 책을 잘 표현하는 그런 문장이라는 생각이 들어서 말씀드리고 싶었고요.
그러니까 여러분, 이 책은 정말 제가 자신 있게 말씀드리는 저의 픽이고요.
올해가 가기 전에 여러분 진짜 꼭 한 번씩 읽어봐 주셨으면 좋겠고 읽는 김에 유언이랑 경험 없는 세계까지도 이렇게 세트세트로 묶어서 함께 한번 읽어 보시면 어떠실까 추천드려 봅니다.",1
X9dJ5dHzc2I_s004,X9dJ5dHzc2I,4,book,모우어,"그다음 책은 천선란 작가님의 모우어입니다.
사실 이 모우어는 제가 이전에 한번 펼쳤다가 읽는 게 너무 고통스러워서 덮었던 그런 책이기도 합니다.
어, 2년도 더 전에 제가 PD를 그만두고 나서 한동안 히키코모리 같은 생활을 했던 적이 있어요.
그러면서 이제 좀 길게 텍스트 읽기를 멈춘 적이 있는데 그 PD를 준비하면서, 그리고 PD를 하면서 정말 글을 많이 읽었거든요.
그때는 뭐 정말 가리지 않고 닥치는 대로 모든 읽었던 거 같은데.
근데 이제 딱 PD 얘기를 접고 나서부터는 그렇게 좋아했던 글을 읽는 게 너무 힘겨운 거예요.
책을 펼치면 막 글자가 돌아다니고 또 한 줄 읽고 다음 줄 넘어가면 앞서 읽은 내용이 뭐였는지 까먹어 버리고 심할 때는 그 책장을 넘기다가 너무 안 읽혀서 답답하다 보니까 눈물이 막 이렇게 떨어지기도 하고, 심장이 빨리 뛰기도 하고, 울렁대기도 하고 하면서 그랬던 적이 있어요.
그게 한 1년 정도 갔었던 것 같은데 그때 제가 나아지길 바라면서 읽었던 몇몇 책 중에 이 모어가 있었던 기억이 납니다.
제가 SF 문학도 너무 좋아하고 천선란 작가님도 너무너무 좋아하고 해서 도전했던 거였는데 역시나 그때는 좀 글을 읽는 게 버겁다 보니까 그만두고 말았었죠.
그래서 이번에 문학동네 북클럽 신청하면서 제어 기억 속에 묻어났던 이 책을 선택했던 데에는 어떤 저만의 이유가 있었던 것 같긴 해요.
그 심겨웠던 시절을 다시 마주볼 용기가 생기기도 했고 어, 지금은 좀 덜 괴로워하면서 읽겠구나 싶어 가지고 그렇게 모어를 선택해서 5월 달에 읽어봤습니다.
근데 이 책을 다 읽고 나니까 그런 생각이 드는 거예요.
그때 내가 이 책을 완독하지 못했던 건 비단 나의 상황 때문만은 아니었겠구나.
이 책이 어떤 다정한 슬픔과 맞닿아 있기 때문에 더욱 그랬던 거구나.
그런 생각이 들었습니다.
이 소설집에는 총 여덟 편의 단편이 실려 있는데요.
이 상실과 고통, 애도, 이런 이야기들을 이제 천선란 작가님 특유의 어, SF적인 상상력으로 부드럽게 풀어낸 작품들이었어요.
결국 작가님이 전하고 싶었던 건 이 극복과 치유, 다시 살아갈 수 있는 용기였던 것 같은데 이야기는 또 너무 애달프고 하다 보니까 읽으면서 가슴이 저민다라는 표현이 딱 들어맞는 그런 이야기들이었습니다.
저는 천선란 작가님 작품은 거의 읽어 본 편인데 그중에서도 이 작품 같은 경우에는 좀 난이도가 있는 쪽에 가깝다는 생각이 들었어요.
물론 단편이다 보니까 한 편 한 편의 호흡은 짧은데 그럼에도 이 감정적으로는 되게 깊게 들어오는 그런 이야기라서 한 번에 몰아서 읽기보다는 이렇게 좀 끊어서 나눠서 읽는 편이 더 좋지 않을까라는 생각이 들긴 했습니다.
뭔가 오랜만에 만나본 이 진하게 서정적인 SF 소설이라 인상 깊었고 저는 그중에서 이 뼈의 기록이라는 단편이 가장 좋았어요.
이 작품이 이 처음부터 끝까지 인물, 스토리, 뭐 개연성, 구조, 결말, 이 모든 것들이 다 정말 알차게 잘 짜여진 소설이라서 나중에 좀 더 살을 붙여서 이 영화나 애니메이션으로 시각화해도 참 좋을 것 같다는 생각이 든 작품이었습니다.
아무튼 SF 좋아하는데 천선란 작가 좋아하는데 아직 이 소설을 읽어 보지 않았다.
그렇다면 완전 추천드립니다.",1
X9dJ5dHzc2I_s005,X9dJ5dHzc2I,5,book,해파리 만개,"그다음 책은 김초엽 작가님의 해파리 만개입니다.
이 책은 행성어 서점에 이은 김초엽 작가님의 두 번째 짧은 소설집인데요.
뭔가 이 김초엽 작가님이라면은 잠잘 때 이런 꿈을 꿀 수 있겠다 싶은 그런 이야기들이 모여져 있는 책이었습니다.
이 해파리 만개라는 제목처럼 부유하는 이야기, 유형하는 이야기들이라 뭔가 저도 읽으면서 좀 이렇게 두둥실 떠오르는 그런 느낌이 들었고 또 이 장면과 감정이 좀 느슨하게 이어지는 마치 추상화 같은 느낌이었어요.
또 이 중간중간 삽입된 사파들이 좀 파스텔 톤의 몽환적이고 동화적인 분위기를 자아내다 보니까 이 어떤 책 전체의 톤앤 매너와 너무 잘 어울렸고 덕분에 조금 더 이 책의 분위기를, 책의 이야기를 더 보다 잘 오래 즐길 수 있었던 것 같아요.
이 책에는 기존의 틀을 깨는 존재들이 등장해서 쓸모에 대해, 이 언어와 기록에 대해 이야기를 합니다.
근데 또 워낙 짧은 소설이라 읽으면서 감질나고 다음에 궁금해지고 하긴 하더라고요.
그리고 또 소설에서는 김초엽식 유머가 아주 잘 드러나는데 제가 또 이 작가님과 유머 코드가 맞는 편이라 좀 이렇게 피식피식 웃으면서 재밌게 독서했던 순간이 많았던 것 같아요.
그 여러분도 아시겠지만 작가님의 유머 코드가 꽤 은근히 중요하잖아요.
그에 좀 맞지 않으면 불편해서 책을 덮을 때도 있고 좀 이렇게 정이 뚝 떨어질 때도 있고 한데 유머 코드가 잘 맞으면 어, 이 작가님 나랑 좀 통하나?
나와 같은 건가 싶은 그런 생각이 들면서 작품을 넘어서 작가님한테 빠지게 되는 그런 경우가 많은 것 같은데.
그런 점에서 이 김초엽 작가님의 세계관, 김초엽 작가님의 유머, 요런 것들을 좋아하셨던 분들이라면 이 해파리 만개도 재밌게 읽으실 것 같고 참고로 저의 최애는 사각의 탈출과 젤리의 우울입니다.
소재들이 톡톡 튀고 인물도 되게 애틋한데 웃기고 사랑스럽고 해서 되게 정이 많이 가더라고요.
그래서 뭔가 이 더위에 좀 나른해지고 나태해지고 하는 요런 여름이라는 계절에 되게 좀 잘 어울리는 책이지 않나라는 생각이 들었습니다.",1
